Area Type,Area Name,Date,Year,Month,Seasonally Adjusted,Status,Labor Force,Employment,Unemployment,Unemployment Rate,,
MSA,"Stockton-Lodi, CA MSA",12/01/2013,2013,December,Y,Final,"311,324","274,842","36,482",11.7%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2014,2014,January,Y,Final,"311,434","275,397","36,037",11.6%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2014,2014,February,Y,Final,"311,555","275,989","35,566",11.4%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2014,2014,March,Y,Final,"311,629","276,548","35,081",11.3%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2014,2014,April,Y,Final,"311,628","277,062","34,566",11.1%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2014,2014,May,Y,Final,"311,614","277,623","33,991",10.9%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2014,2014,June,Y,Final,"311,703","278,310","33,393",10.7%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2014,2014,July,Y,Final,"311,885","279,040","32,845",10.5%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2014,2014,August,Y,Final,"312,112","279,725","32,387",10.4%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2014,2014,September,Y,Final,"312,313","280,335","31,978",10.2%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2014,2014,October,Y,Final,"312,350","280,836","31,514",10.1%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2014,2014,November,Y,Final,"312,208","281,271","30,937",9.9%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2014,2014,December,Y,Final,"312,128","281,800","30,328",9.7%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2015,2015,January,Y,Final,"312,318","282,549","29,769",9.5%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2015,2015,February,Y,Final,"312,796","283,470","29,326",9.4%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2015,2015,March,Y,Final,"313,448","284,469","28,979",9.2%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2015,2015,April,Y,Final,"314,130","285,451","28,679",9.1%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2015,2015,May,Y,Final,"314,685","286,302","28,383",9.0%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2015,2015,June,Y,Final,"314,992","286,912","28,080",8.9%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2015,2015,July,Y,Final,"315,090","287,310","27,780",8.8%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2015,2015,August,Y,Final,"315,064","287,557","27,507",8.7%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2015,2015,September,Y,Final,"314,975","287,735","27,240",8.6%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2015,2015,October,Y,Final,"315,046","288,036","27,010",8.6%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2015,2015,November,Y,Final,"315,410","288,542","26,868",8.5%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2015,2015,December,Y,Final,"315,944","289,179","26,765",8.5%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2016,2016,January,Y,Final,"329,728","303,070","26,658",8.1%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2016,2016,February,Y,Final,"330,127","303,566","26,561",8.0%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2016,2016,March,Y,Final,"330,345","303,892","26,453",8.0%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2016,2016,April,Y,Final,"330,414","304,070","26,344",8.0%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2016,2016,May,Y,Final,"330,457","304,210","26,247",7.9%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2016,2016,June,Y,Final,"330,619","304,474","26,145",7.9%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2016,2016,July,Y,Final,"330,990","304,952","26,038",7.9%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2016,2016,August,Y,Final,"331,614","305,662","25,952",7.8%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2016,2016,September,Y,Final,"332,402","306,506","25,896",7.8%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2016,2016,October,Y,Final,"333,126","307,302","25,824",7.8%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2016,2016,November,Y,Final,"333,662","308,000","25,662",7.7%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2016,2016,December,Y,Final,"334,134","308,735","25,399",7.6%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2017,2017,January,Y,Final,"334,613","309,576","25,037",7.5%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2017,2017,February,Y,Final,"335,082","310,503","24,579",7.3%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2017,2017,March,Y,Final,"335,567","311,462","24,105",7.2%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2017,2017,April,Y,Final,"336,148","312,479","23,669",7.0%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2017,2017,May,Y,Final,"336,748","313,482","23,266",6.9%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2017,2017,June,Y,Final,"337,232","314,332","22,900",6.8%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2017,2017,July,Y,Final,"337,557","314,982","22,575",6.7%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2017,2017,August,Y,Final,"337,673","315,419","22,254",6.6%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2017,2017,September,Y,Final,"337,641","315,732","21,909",6.5%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2017,2017,October,Y,Final,"337,550","316,013","21,537",6.4%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2017,2017,November,Y,Final,"337,450","316,276","21,174",6.3%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2017,2017,December,Y,Final,"337,342","316,492","20,850",6.2%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2018,2018,January,Y,Final,"337,285","316,675","20,610",6.1%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2018,2018,February,Y,Final,"337,345","316,894","20,451",6.1%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2018,2018,March,Y,Final,"337,431","317,123","20,308",6.0%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2018,2018,April,Y,Final,"337,494","317,373","20,121",6.0%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2018,2018,May,Y,Final,"337,605","317,706","19,899",5.9%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2018,2018,June,Y,Final,"337,812","318,155","19,657",5.8%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2018,2018,July,Y,Final,"338,053","318,630","19,423",5.7%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2018,2018,August,Y,Final,"338,377","319,069","19,308",5.7%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2018,2018,September,Y,Final,"338,814","319,439","19,375",5.7%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2018,2018,October,Y,Final,"339,282","319,674","19,608",5.8%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2018,2018,November,Y,Final,"339,711","319,774","19,937",5.9%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2018,2018,December,Y,Final,"339,963","319,724","20,239",6.0%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2019,2019,January,Y,Final,"339,981","319,596","20,385",6.0%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2019,2019,February,Y,Final,"339,812","319,493","20,319",6.0%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2019,2019,March,Y,Final,"339,609","319,506","20,103",5.9%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2019,2019,April,Y,Final,"339,449","319,653","19,796",5.8%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2019,2019,May,Y,Final,"339,397","319,918","19,479",5.7%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2019,2019,June,Y,Final,"339,580","320,341","19,239",5.7%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2019,2019,July,Y,Final,"340,001","320,889","19,112",5.6%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2019,2019,August,Y,Final,"340,574","321,500","19,074",5.6%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2019,2019,September,Y,Final,"341,260","322,154","19,106",5.6%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2019,2019,October,Y,Final,"342,088","322,911","19,177",5.6%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2019,2019,November,Y,Final,"343,049","323,810","19,239",5.6%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2019,2019,December,Y,Final,"344,091","324,796","19,295",5.6%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2020,2020,January,Y,Final,"345,104","325,835","19,269",5.6%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2020,2020,February,Y,Final,"345,801","326,679","19,122",5.5%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2020,2020,March,Y,Final,"346,246","317,099","29,147",8.4%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2020,2020,April,Y,Final,"346,125","285,584","60,541",17.5%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2020,2020,May,Y,Final,"344,308","288,118","56,190",16.3%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2020,2020,June,Y,Final,"350,122","300,568","49,554",14.2%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2020,2020,July,Y,Final,"349,620","304,799","44,821",12.8%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2020,2020,August,Y,Final,"345,967","307,828","38,139",11.0%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2020,2020,September,Y,Final,"348,723","310,084","38,639",11.1%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2020,2020,October,Y,Final,"348,267","311,789","36,478",10.5%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2020,2020,November,Y,Final,"347,786","313,027","34,759",10.0%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2020,2020,December,Y,Final,"347,313","313,832","33,481",9.6%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2021,2021,January,Y,Final,"346,987","314,263","32,724",9.4%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2021,2021,February,Y,Final,"347,004","314,562","32,442",9.3%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2021,2021,March,Y,Final,"347,399","315,012","32,387",9.3%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2021,2021,April,Y,Final,"347,981","315,690","32,291",9.3%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2021,2021,May,Y,Final,"348,638","316,657","31,981",9.2%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2021,2021,June,Y,Final,"349,270","317,908","31,362",9.0%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2021,2021,July,Y,Final,"349,783","319,508","30,275",8.7%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2021,2021,August,Y,Final,"350,172","321,421","28,751",8.2%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2021,2021,September,Y,Final,"350,610","323,609","27,001",7.7%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2021,2021,October,Y,Final,"351,331","326,125","25,206",7.2%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2021,2021,November,Y,Final,"352,386","328,893","23,493",6.7%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2021,2021,December,Y,Final,"353,700","331,767","21,933",6.2%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2022,2022,January,Y,Final,"354,940","334,366","20,574",5.8%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2022,2022,February,Y,Final,"355,764","336,322","19,442",5.5%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2022,2022,March,Y,Final,"356,147","337,608","18,539",5.2%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2022,2022,April,Y,Final,"356,245","338,378","17,867",5.0%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2022,2022,May,Y,Final,"356,287","338,848","17,439",4.9%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2022,2022,June,Y,Final,"356,387","339,089","17,298",4.9%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2022,2022,July,Y,Final,"356,619","339,167","17,452",4.9%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2022,2022,August,Y,Final,"356,960","339,179","17,781",5.0%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2022,2022,September,Y,Final,"357,264","339,111","18,153",5.1%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2022,2022,October,Y,Final,"357,457","338,889","18,568",5.2%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2022,2022,November,Y,Final,"357,620","338,639","18,981",5.3%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2022,2022,December,Y,Final,"357,780","338,417","19,363",5.4%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2023,2023,January,Y,Final,"358,200","338,443","19,757",5.5%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2023,2023,February,Y,Final,"359,041","338,881","20,160",5.6%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2023,2023,March,Y,Final,"360,106","339,554","20,552",5.7%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2023,2023,April,Y,Final,"361,264","340,366","20,898",5.8%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2023,2023,May,Y,Final,"362,395","341,173","21,222",5.9%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2023,2023,June,Y,Final,"363,502","341,954","21,548",5.9%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2023,2023,July,Y,Final,"364,553","342,641","21,912",6.0%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2023,2023,August,Y,Final,"365,447","343,140","22,307",6.1%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2023,2023,September,Y,Final,"366,105","343,430","22,675",6.2%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2023,2023,October,Y,Final,"366,421","343,466","22,955",6.3%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2023,2023,November,Y,Final,"366,370","343,249","23,121",6.3%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2023,2023,December,Y,Final,"366,135","342,981","23,154",6.3%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2024,2024,January,Y,Final,"365,812","342,773","23,039",6.3%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2024,2024,February,Y,Final,"365,554","342,633","22,921",6.3%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2024,2024,March,Y,Final,"365,667","342,711","22,956",6.3%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2024,2024,April,Y,Final,"366,127","342,968","23,159",6.3%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2024,2024,May,Y,Final,"366,807","343,337","23,470",6.4%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2024,2024,June,Y,Final,"367,605","343,775","23,830",6.5%,,
MSA,"Stockton-Lodi, CA MSA",07/01/2024,2024,July,Y,Final,"368,562","344,380","24,182",6.6%,,
MSA,"Stockton-Lodi, CA MSA",08/01/2024,2024,August,Y,Final,"369,588","345,144","24,444",6.6%,,
MSA,"Stockton-Lodi, CA MSA",09/01/2024,2024,September,Y,Final,"370,560","346,002","24,558",6.6%,,
MSA,"Stockton-Lodi, CA MSA",10/01/2024,2024,October,Y,Final,"371,330","346,792","24,538",6.6%,,
MSA,"Stockton-Lodi, CA MSA",11/01/2024,2024,November,Y,Final,"371,468","347,014","24,454",6.6%,,
MSA,"Stockton-Lodi, CA MSA",12/01/2024,2024,December,Y,Final,"371,395","346,989","24,406",6.6%,,
MSA,"Stockton-Lodi, CA MSA",01/01/2025,2025,January,Y,Final,"372,198","348,071","24,127",6.5%,,
MSA,"Stockton-Lodi, CA MSA",02/01/2025,2025,February,Y,Final,"372,522","348,680","23,842",6.4%,,
MSA,"Stockton-Lodi, CA MSA",03/01/2025,2025,March,Y,Final,"373,213","349,499","23,714",6.4%,,
MSA,"Stockton-Lodi, CA MSA",04/01/2025,2025,April,Y,Final,"373,813","350,013","23,800",6.4%,,
MSA,"Stockton-Lodi, CA MSA",05/01/2025,2025,May,Y,Final,"374,284","350,243","24,041",6.4%,,
MSA,"Stockton-Lodi, CA MSA",06/01/2025,2025,June,Y,Prelim,"374,622","350,101","24,521",6.5%,,
MSA,"Vallejo, CA MSA",01/01/1990,1990,January,Y,Final,"164,030","157,192","6,838",4.2%,,
MSA,"Vallejo, CA MSA",02/01/1990,1990,February,Y,Final,"163,999","157,181","6,818",4.2%,,
MSA,"Vallejo, CA MSA",03/01/1990,1990,March,Y,Final,"164,057","157,216","6,841",4.2%,,
MSA,"Vallejo, CA MSA",04/01/1990,1990,April,Y,Final,"164,357","157,371","6,986",4.3%,,
MSA,"Vallejo, CA MSA",05/01/1990,1990,May,Y,Final,"164,702","157,543","7,159",4.3%,,
MSA,"Vallejo, CA MSA",06/01/1990,1990,June,Y,Final,"165,007","157,641","7,366",4.5%,,
MSA,"Vallejo, CA MSA",07/01/1990,1990,July,Y,Final,"165,239","157,577","7,662",4.6%,,
MSA,"Vallejo, CA MSA",08/01/1990,1990,August,Y,Final,"165,427","157,370","8,057",4.9%,,
MSA,"Vallejo, CA MSA",09/01/1990,1990,September,Y,Final,"165,615","157,071","8,544",5.2%,,
MSA,"Vallejo, CA MSA",10/01/1990,1990,October,Y,Final,"165,839","156,756","9,083",5.5%,,
MSA,"Vallejo, CA MSA",11/01/1990,1990,November,Y,Final,"166,119","156,510","9,609",5.8%,,
MSA,"Vallejo, CA MSA",12/01/1990,1990,December,Y,Final,"166,435","156,376","10,059",6.0%,,
MSA,"Vallejo, CA MSA",01/01/1991,1991,January,Y,Final,"166,729","156,321","10,408",6.2%,,
MSA,"Vallejo, CA MSA",02/01/1991,1991,February,Y,Final,"166,946","156,301","10,645",6.4%,,
MSA,"Vallejo, CA MSA",03/01/1991,1991,March,Y,Final,"167,054","156,287","10,767",6.4%,,
MSA,"Vallejo, CA MSA",04/01/1991,1991,April,Y,Final,"167,008","156,211","10,797",6.5%,,
MSA,"Vallejo, CA MSA",05/01/1991,1991,May,Y,Final,"166,785","156,037","10,748",6.4%,,
MSA,"Vallejo, CA MSA",06/01/1991,1991,June,Y,Final,"166,456","155,830","10,626",6.4%,,
MSA,"Vallejo, CA MSA",07/01/1991,1991,July,Y,Final,"166,101","155,639","10,462",6.3%,,
MSA,"Vallejo, CA MSA",08/01/1991,1991,August,Y,Final,"165,876","155,555","10,321",6.2%,,
MSA,"Vallejo, CA MSA",09/01/1991,1991,September,Y,Final,"165,985","155,688","10,297",6.2%,,
MSA,"Vallejo, CA MSA",10/01/1991,1991,October,Y,Final,"166,521","156,094","10,427",6.3%,,
MSA,"Vallejo, CA MSA",11/01/1991,1991,November,Y,Final,"167,421","156,740","10,681",6.4%,,
MSA,"Vallejo, CA MSA",12/01/1991,1991,December,Y,Final,"168,480","157,478","11,002",6.5%,,
MSA,"Vallejo, CA MSA",01/01/1992,1992,January,Y,Final,"169,528","158,195","11,333",6.7%,,
MSA,"Vallejo, CA MSA",02/01/1992,1992,February,Y,Final,"170,439","158,822","11,617",6.8%,,
MSA,"Vallejo, CA MSA",03/01/1992,1992,March,Y,Final,"171,156","159,312","11,844",6.9%,,
MSA,"Vallejo, CA MSA",04/01/1992,1992,April,Y,Final,"171,775","159,707","12,068",7.0%,,
MSA,"Vallejo, CA MSA",05/01/1992,1992,May,Y,Final,"172,390","160,073","12,317",7.1%,,
MSA,"Vallejo, CA MSA",06/01/1992,1992,June,Y,Final,"172,994","160,398","12,596",7.3%,,
MSA,"Vallejo, CA MSA",07/01/1992,1992,July,Y,Final,"173,609","160,691","12,918",7.4%,,
MSA,"Vallejo, CA MSA",08/01/1992,1992,August,Y,Final,"174,221","160,947","13,274",7.6%,,
MSA,"Vallejo, CA MSA",09/01/1992,1992,September,Y,Final,"174,709","161,093","13,616",7.8%,,
MSA,"Vallejo, CA MSA",10/01/1992,1992,October,Y,Final,"175,002","161,096","13,906",7.9%,,
MSA,"Vallejo, CA MSA",11/01/1992,1992,November,Y,Final,"175,103","160,971","14,132",8.1%,,
MSA,"Vallejo, CA MSA",12/01/1992,1992,December,Y,Final,"175,054","160,770","14,284",8.2%,,
MSA,"Vallejo, CA MSA",01/01/1993,1993,January,Y,Final,"174,931","160,548","14,383",8.2%,,
MSA,"Vallejo, CA MSA",02/01/1993,1993,February,Y,Final,"174,791","160,321","14,470",8.3%,,
MSA,"Vallejo, CA MSA",03/01/1993,1993,March,Y,Final,"174,708","160,158","14,550",8.3%,,
MSA,"Vallejo, CA MSA",04/01/1993,1993,April,Y,Final,"174,706","160,123","14,583",8.3%,,
MSA,"Vallejo, CA MSA",05/01/1993,1993,May,Y,Final,"174,778","160,194","14,584",8.3%,,
MSA,"Vallejo, CA MSA",06/01/1993,1993,June,Y,Final,"174,895","160,332","14,563",8.3%,,
MSA,"Vallejo, CA MSA",07/01/1993,1993,July,Y,Final,"174,945","160,455","14,490",8.3%,,
MSA,"Vallejo, CA MSA",08/01/1993,1993,August,Y,Final,"174,848","160,482","14,366",8.2%,,
MSA,"Vallejo, CA MSA",09/01/1993,1993,September,Y,Final,"174,645","160,428","14,217",8.1%,,
MSA,"Vallejo, CA MSA",10/01/1993,1993,October,Y,Final,"174,391","160,322","14,069",8.1%,,
MSA,"Vallejo, CA MSA",11/01/1993,1993,November,Y,Final,"174,145","160,192","13,953",8.0%,,
MSA,"Vallejo, CA MSA",12/01/1993,1993,December,Y,Final,"173,995","160,129","13,866",8.0%,,
MSA,"Vallejo, CA MSA",01/01/1994,1994,January,Y,Final,"173,935","160,151","13,784",7.9%,,
MSA,"Vallejo, CA MSA",02/01/1994,1994,February,Y,Final,"173,932","160,240","13,692",7.9%,,
MSA,"Vallejo, CA MSA",03/01/1994,1994,March,Y,Final,"173,966","160,352","13,614",7.8%,,
MSA,"Vallejo, CA MSA",04/01/1994,1994,April,Y,Final,"174,001","160,437","13,564",7.8%,,
MSA,"Vallejo, CA MSA",05/01/1994,1994,May,Y,Final,"174,095","160,563","13,532",7.8%,,
MSA,"Vallejo, CA MSA",06/01/1994,1994,June,Y,Final,"174,304","160,788","13,516",7.8%,,
MSA,"Vallejo, CA MSA",07/01/1994,1994,July,Y,Final,"174,611","161,119","13,492",7.7%,,
MSA,"Vallejo, CA MSA",08/01/1994,1994,August,Y,Final,"174,983","161,526","13,457",7.7%,,
MSA,"Vallejo, CA MSA",09/01/1994,1994,September,Y,Final,"175,377","161,970","13,407",7.6%,,
MSA,"Vallejo, CA MSA",10/01/1994,1994,October,Y,Final,"175,743","162,431","13,312",7.6%,,
MSA,"Vallejo, CA MSA",11/01/1994,1994,November,Y,Final,"176,069","162,871","13,198",7.5%,,
MSA,"Vallejo, CA MSA",12/01/1994,1994,December,Y,Final,"176,320","163,193","13,127",7.4%,,
MSA,"Vallejo, CA MSA",01/01/1995,1995,January,Y,Final,"171,446","158,314","13,132",7.7%,,
MSA,"Vallejo, CA MSA",02/01/1995,1995,February,Y,Final,"171,507","158,283","13,224",7.7%,,
MSA,"Vallejo, CA MSA",03/01/1995,1995,March,Y,Final,"171,497","158,118","13,379",7.8%,,
MSA,"Vallejo, CA MSA",04/01/1995,1995,April,Y,Final,"171,452","157,883","13,569",7.9%,,
MSA,"Vallejo, CA MSA",05/01/1995,1995,May,Y,Final,"171,410","157,640","13,770",8.0%,,
MSA,"Vallejo, CA MSA",06/01/1995,1995,June,Y,Final,"171,430","157,491","13,939",8.1%,,
MSA,"Vallejo, CA MSA",07/01/1995,1995,July,Y,Final,"171,525","157,510","14,015",8.2%,,
MSA,"Vallejo, CA MSA",08/01/1995,1995,August,Y,Final,"171,610","157,644","13,966",8.1%,,
MSA,"Vallejo, CA MSA",09/01/1995,1995,September,Y,Final,"171,617","157,784","13,833",8.1%,,
MSA,"Vallejo, CA MSA",10/01/1995,1995,October,Y,Final,"171,559","157,863","13,696",8.0%,,
MSA,"Vallejo, CA MSA",11/01/1995,1995,November,Y,Final,"171,438","157,843","13,595",7.9%,,
MSA,"Vallejo, CA MSA",12/01/1995,1995,December,Y,Final,"171,307","157,734","13,573",7.9%,,
MSA,"Vallejo, CA MSA",01/01/1996,1996,January,Y,Final,"171,281","157,640","13,641",8.0%,,
MSA,"Vallejo, CA MSA",02/01/1996,1996,February,Y,Final,"171,460","157,698","13,762",8.0%,,
MSA,"Vallejo, CA MSA",03/01/1996,1996,March,Y,Final,"171,838","157,969","13,869",8.1%,,
MSA,"Vallejo, CA MSA",04/01/1996,1996,April,Y,Final,"172,361","158,471","13,890",8.1%,,
MSA,"Vallejo, CA MSA",05/01/1996,1996,May,Y,Final,"172,919","159,128","13,791",8.0%,,
MSA,"Vallejo, CA MSA",06/01/1996,1996,June,Y,Final,"173,382","159,768","13,614",7.9%,,
MSA,"Vallejo, CA MSA",07/01/1996,1996,July,Y,Final,"173,732","160,299","13,433",7.7%,,
MSA,"Vallejo, CA MSA",08/01/1996,1996,August,Y,Final,"174,001","160,707","13,294",7.6%,,
MSA,"Vallejo, CA MSA",09/01/1996,1996,September,Y,Final,"174,192","161,010","13,182",7.6%,,
MSA,"Vallejo, CA MSA",10/01/1996,1996,October,Y,Final,"174,382","161,297","13,085",7.5%,,
MSA,"Vallejo, CA MSA",11/01/1996,1996,November,Y,Final,"174,641","161,691","12,950",7.4%,,
MSA,"Vallejo, CA MSA",12/01/1996,1996,December,Y,Final,"174,966","162,231","12,735",7.3%,,
MSA,"Vallejo, CA MSA",01/01/1997,1997,January,Y,Final,"175,319","162,845","12,474",7.1%,,
MSA,"Vallejo, CA MSA",02/01/1997,1997,February,Y,Final,"175,666","163,450","12,216",7.0%,,
MSA,"Vallejo, CA MSA",03/01/1997,1997,March,Y,Final,"175,989","163,982","12,007",6.8%,,
MSA,"Vallejo, CA MSA",04/01/1997,1997,April,Y,Final,"176,375","164,473","11,902",6.7%,,
MSA,"Vallejo, CA MSA",05/01/1997,1997,May,Y,Final,"176,828","164,955","11,873",6.7%,,
MSA,"Vallejo, CA MSA",06/01/1997,1997,June,Y,Final,"177,351","165,491","11,860",6.7%,,
MSA,"Vallejo, CA MSA",07/01/1997,1997,July,Y,Final,"177,974","166,171","11,803",6.6%,,
MSA,"Vallejo, CA MSA",08/01/1997,1997,August,Y,Final,"178,652","166,982","11,670",6.5%,,
MSA,"Vallejo, CA MSA",09/01/1997,1997,September,Y,Final,"179,245","167,776","11,469",6.4%,,
MSA,"Vallejo, CA MSA",10/01/1997,1997,October,Y,Final,"179,628","168,382","11,246",6.3%,,
MSA,"Vallejo, CA MSA",11/01/1997,1997,November,Y,Final,"179,793","168,760","11,033",6.1%,,
MSA,"Vallejo, CA MSA",12/01/1997,1997,December,Y,Final,"179,861","169,026","10,835",6.0%,,
MSA,"Vallejo, CA MSA",01/01/1998,1998,January,Y,Final,"179,935","169,283","10,652",5.9%,,
MSA,"Vallejo, CA MSA",02/01/1998,1998,February,Y,Final,"180,103","169,605","10,498",5.8%,,
MSA,"Vallejo, CA MSA",03/01/1998,1998,March,Y,Final,"180,409","170,038","10,371",5.7%,,
MSA,"Vallejo, CA MSA",04/01/1998,1998,April,Y,Final,"180,836","170,579","10,257",5.7%,,
MSA,"Vallejo, CA MSA",05/01/1998,1998,May,Y,Final,"181,389","171,208","10,181",5.6%,,
MSA,"Vallejo, CA MSA",06/01/1998,1998,June,Y,Final,"182,023","171,877","10,146",5.6%,,
MSA,"Vallejo, CA MSA",07/01/1998,1998,July,Y,Final,"182,568","172,435","10,133",5.6%,,
MSA,"Vallejo, CA MSA",08/01/1998,1998,August,Y,Final,"183,011","172,911","10,100",5.5%,,
